product_id,sentiment_score,user_review
B0001FS9NE,0.7964,"Geart deal, quick shipping and it works great. All you do is plug it into your PC and follow the instructions. Well worth the price and the shippng was fast"
B0001FS9NE,-0.1941,I CAN FINALLY GET RID OF MY USB / STRAINER COMBO OUT OF MY WINDOW...THE SIGNALS I GOT BEFORE WERE 1/2 BARS ..NOW THOSE ARE 4/5 AND I HAVE NUMEROUS SIGNALS I NEVER RECEIVED BEFORE...HAVENT TRIED ANY DOWNLOADS YET BUT SO FAR THIS SET UP ROCKS...THANK YOU
B0001FS9NE,0.4588,I was surprised that this product worked. The product is compatible with Dell's Optiplex 320. I have been using the product 24/7 and the product continues to work well.
B0001FS9NE,0.2484,"Arrived quickly, was exactly as described, and seems very reliable. The driver uploaded very quickly. It works as described, and is very competitive price-wise."
B0001FS9NE,0.8481,This product is an excellent - low cost for great product. We have used it many times on numerous jobs & recommend it highly.
B0001FS9NE,0.7783,Using a MX846 to upgrade my Dell Vostro gave it new life. Download and install the driver from Dell before you install the chip. Super easy if you are not queasy about removing your keyboard.
B0001FS9NE,0.8977,"Better than average, quite well as a matter of fact. Still running after 2 years. Good range also. XP users be advised to have at least Service Pack 2 (or 3 is recomended) installed to identify stations properly that use more than WEP encryption."
B0001FS9NE,0.6324,this item is wonderful. it enabled me to install things permanently instead of having to disconnect and reconnect. i couldn't be happier. and it has the power to run things. i'm a computer illiterate but i know when my life is easier and less complicated.
B0001FS9NE,-0.274,"This item came with WIDCOMM software.
After the installation, it worked very well.
I ordered several more, but it was no longer
available."
B0001FS9NE,0.6597,These are great little switches I use them in the school district where I work and love them. No problems with them and I have been using them for over a year now.
B0001FS9NE,0.836,All I can say is wow...had some trouble setting it up at first but with the Tech support and a little Microsoft fix...wala...this thing is amazing for the price.
B0001FS9NE,0.5093,"Simple to set up, faultless performance, slightly big and could be smaller. Price was right. Overall a 95% in my book!"
B0001FS9NE,0.7264,A very good inexpensive 24 port switch. The body of the switch actually takes up the entire width of the rack. This makes for a sturdy installation since the rack ears are very short. The switch is also better looking than the Netgear unit it replaced.
B0001FS9NE,0.7902,A nice little flying saucer shaped USB hub a little over 3.5 inch in diameter also comes with an extra 56 inch USB cable works very well vista quickly loaded it nice product made in china .
B0001FS9NE,0.7338,"If you don't like bells and whistles, this is great, plenty of room for all conponents. Very good price too."
B0001FS9NE,0.0,"I am using this antenna on a RV mounted on a pole and attached to my rear
ladder. I am now able to pick up wifi in rv parks with weak signals.
A good buy"
B0001FS9NE,0.6124,"Easy to install, although one quick tech call to answer a question was required and was answered promptly. Small footprint, well made. Can't expect more for this kind of money."
B0001FS9NE,-0.3274,"I got a new home computer and was transferring files from my work laptop using my old 10T hub. After over an hour, it was only one third of the way done. In frustration I bought this Asante switch. Once I hooked up the Asante, the whole thing copied in 12 minutes! At first I didn't believe it had actually copied everything. But it was all there, just 25 times faster. I should have got a faster switch years ago."
B0001FS9NE,0.8658,"It's been working like a charm for the last 5 years, non-stop.
I just wish Snapgear cared about its customers and updated the linux kernels for these devices."
B0001FS9NE,0.7629,"First one I ever bought, so far so good. Seems to work well and installation was easy, except that the installation instructions were difficult to follow. I called my cable company and they helped me figure out what to do."
B0001FS9NE,0.749,"This is the perfect switch for someone looking for an affordable managed switch, quite and robust."
B0001FS9NE,0.9289,This modem is just GREAT! I still use dial-up and this more than fits the bill (much faster than my old modem). It was very easy to install on my new home built computer that uses Vista Home Premium. I have been using it for about a month now and have had no problems. Thank You Amazon.com for the great service you gave me and I will definitely be using you again for future purchases.
B0001FS9NE,0.6124,I needed to be able to switch a single computer between two completely different networks and I wanted it to be a physical switch so only one cable was actually connected to the computer at a time. This product did the trick perfectly.
B0001FS9NE,0.7506,"If you can find it, buy it. Gigabit speed is outstanding.
Plug and play."
B0001FS9NE,0.6784,"Not much you can say about this hub - it does what its supposed to! I have a lot of FireWire devices, most of which have two ports - but its nice central location to plug them into instead of daisychaining! I don't have to keep the devices next to each other anymore!"
B0001FS9NE,-0.816,"What's not to love about a plug-n-play little hockey puck which solves so many of my connectivity problems. My Mac G4 MDD is notorious for having too few USB and Firewire connections, and a power supply which is a bit week for daisy chained devices. This powered hub solved my problems and it was a simple as, open the box, hook it up, turn it on, and start using it."
B0001FS9NE,0.0,After a long search I was finally able to locate this modem that is not only a fax and data modem but also a voice modem. Voice modem is essential for answering machine type software on my computer. The product is working as expected.
B0001FS9NE,0.8451,"A great little hub for those of us still wired to each other, very fast, no set up issues, just plug it in and it works, with auto speed sensing and nice activity display lights. Perfect for a wired home or small office network."
B0001FS9NE,0.8622,"Item shipped quickly and arrived well packed. Extremely easy to set up and use. Good software & instructions. Robust & speedy network, far faster than my WAN. Has worked on every outlet I've tried so far in my 100 year old house, even through an extension cord."
B0001FS9NE,0.9136,"So far this matrix switch has been working great for us in a conference room environment. Although we haven't really put this device through it's paces (testing video resolutions, noise levels, audio, etc.), this item has worked exactly how I had hoped right out of the box. The only area that I could see improved on this unit would be the addition of a remote control. Otherwise, great product with no issues so far."
B0001FS9NE,0.0,"As with all Sonnet products I've used, this one works without a flaw.
Just installed it and started using it.
Sonnet really knows how to make products for the Mac."
B0001FS9NE,0.7713,Bought 3 wireless routers/APs. This one works the best. Very stable connection. I have about 15 PCs connected to it.
B0001FS9NE,0.919,"Easy to install on XP machine, drivers worked great. Loaded quickly and easily, and worked! What else could you ask for?"
B0001FS9NE,0.7264,This was exactly what I needed. The Company provided good communication in regards to receiving my order and shipping information. Very pleased
B0001FS9NE,0.875,"I did my research on this product and found it to be exactly what I was looking for. I have run out of space for additional cards on my system and this card combines USB 2.0, Firewire, and RJ45 onto one card. Great card and Amazon had the best price that I could find online."
B0001FS9NE,0.9118,"This little USB/Firewire Hub is tops. Lots of ports, and it works like a charm. This is one great product for the price."
B0001FS9NE,0.4404,One of few that have 8 ports. It was a great price. It worked right away and got our system up in running in no time.
B0001FS9NE,0.9118,"I bought this mouse about a year ago, it's been great. I love that I can charge it, I cannot tell you how frustrated I've been with other wireless mice when the battery dies. It's cute, small, perfect to use when I travel or work from home without my docking station."
B0001FS9NE,0.7845,"The built in cable is just the right size. The hub works like a charm. After fussing with a USB 1.0 hub for a few months, this 2.0 hub is definitely a plus for any travel bag."
B0001FS9NE,0.2023,"Have it plugged into my wan/router so people visiting can use both WiFi or Bluetooth.. Especially handy since some of my customers have PDA's that only have Bluetooth built in. Also have several GigaBytes of MP3's for download, and those work fine on both the PDA's and phones."
B0001FS9NE,0.8872,"This router is great. The setup and installation was very easy. I've tried other routers, but this is by far the best."
B0001FS9NE,0.8669,"If you ship VHS tapes, you must get these mailers. They make shipping so secure and easy. The only way to fly for those who sell VHS through an online store. They have made my life as a seller so easy!"
B0001FS9NE,0.4692,"Plugged it in. Set it up the same as my previously failed SMC Barricade Router. Haven't had any trouble. I have not used the VPN feature. Have not used many other features, just an 8-port broadband router. Works great."
B0001FS9NE,0.9678,I like it !! It has nice features like web administration and it works pretty well. Great Product for an awesome price.
B0001FS9NE,0.0,"Smallest 4 port hub that I could find. I use it to recharge power on my road warrier devices (cell phone, mp3 player, camera, etc) from my laptop... using USB cables/plugs from boxwave."
B0001FS9NE,0.4964,"It works, what else can I say? I purchased it as a replacement for an older DSL modem in the hopes that it would do a better job of maintaining my connection to the Internet. There were no installation problems (I use it in connection with a router) and it does appear to be slightly more robust."
B0001FS9NE,0.7184,Installation under Linux is a snap I am the proud owner of te modem now for 2 months And I hope it will be my modem for years to come
B0001FS9NE,0.6656,You can't go wrong with this device. It's the only hub I have that operates solely on power supplied by the PC. Plug it in and go. It's that easy to use.
B00022PTRU,-0.4939,It is a national disgrace that Microsoft keeps ripping off the public by selling this garbage software. Get a Mac.
B0002UCSKI,0.4404,"Four computers connected via wireless to the internet. Firewall and antivirus haven't let me down yet, used them for several years, easy install and options."
B00062VOW0,0.7346,"This is the most easy program to use,
no more trying to figure out how and when to copy.
Love it."
B000A6M8QI,0.9476,Herinteractive! has done an outstanding job once again. All of the new features they give you. It gets better with every game. This one definately blew me away. How beautiful everything looks. I've played it 7 times haha. It never gets old.
B000AOGDM0,0.9341,"We have used this numerous times and it works like a charm. I am using an Intel Mac and it works great if you have boot camp and windows XP. The program takes a little getting use too. I suppose I have been spoiled with ease of most Mac stuff. However, once you get use to using it and find where everything is, it becomes a handy tool when in unfamilar territory."
B000B5NS2G,0.2477,Norton Internet Security 2006 [Old Version - The Amazon reviews for this product listed that it considerably slowed down their computer operating systems. They were right. I would not recommend buying this version.
B000B5NS2G,-0.2263,Every year the installation of this software turns into a major hassle. The software doesn't properly uninstall the prior version and I have a mess on my hands. Every year. When is Symantec going to wake up? When am I going to wise up and buy some other company's product. This is ridiculous really.
B000B8K7SG,0.946,"I like the interface and like the Q and A format better than TaxCut which I used for several years. As far as taxes and IRS rules as well as a friendly interface, TurboTax is great. [...]"
B000B8K7SG,0.6486,"installs easily, imports info from previous versions, downloads info from financial instititions. Quick & easy to use."
B000BAT2TE,0.9564,"I am a software tech. Win XP SP2-
I give up with Ghost! For a ""Full Image"", system backup; I HIGHLY recommend-
Acronis True Image 9.0! Read my Acronis True Image 9.0 review on PROPER pgm install...!"
B000BQXTSS,-0.4003,"Move over MS office, Iwork 08 is here. Easy to use exactally what you need and no frills to cover up poor performance. This is all you need!"
B000EORV8Q,0.9148,fantastic deal. very fast. great screen. solid laptop. really good.
B000EORV8Q,0.2732,"Convertible
Size
HArd drive space
Like everything"
B000EORV8Q,0.6249,awesome fast
B000EORV8Q,0.4404,thanks
B000EORV8Q,0.5709,"I have been using this for over a month. It is very fast and starts up quickly, and screen is especially pleasing to the eye."
B000EORV8Q,0.3612,Delivered on time and product was exactly as described. Would buy from this vendor again. Thank You
B000EORV8Q,0.0,Estupendo
B000EORV8Q,0.6486,Took a whole to get here but it works well and seems to be well constructed. Connected mine to a M2 bullet
B000EORV8Q,0.7579,great value wap
B000EORV8Q,-0.0516,"These are some speedy little laptops for under $1,000. You can pay more, but why would you?"
B000EORV8Q,0.6468,My Grandson is very happy with this laptop!
B000EORV8Q,0.6249,Great find. Seller stellar. Need more.
B000EORV8Q,0.6249,great
B000EORV8Q,0.4098,"Unit came used, but in fine condition. Seems to be working well. I have not tried any advanced functionality as I just got a null-modem cable to get into that part."
B000EORV8Q,0.5719,Excellent
B000EORV8Q,0.7783,Great price from a company that also provides massive amounts of help for all your communication needs.
B000EORV8Q,0.4404,"I have had this for years, it works great, no power sag."
B000EORV8Q,-0.4153,This AP rocks!!! I miss you 3Com!!!!
B000EORV8Q,0.8264,Love this! Good deal too!
B000EORV8Q,0.2023,shelved the item when i found significant rf noise
B000EORV8Q,0.0516,"It has worked for us reliably, and we don' have any complaint with its functioning. Besides, this switch offers a lightweight and reduced dimensions that allows to easily locate it in any place."
B000EORV8Q,0.4927,very good after about four years
B000EORV8Q,0.6249,Bought for son's Mac works great on my HP laptop
B000EORV8Q,0.4753,nice & simple works!
B000EORV8Q,0.5859,omg this router is amazing
B000EORV8Q,0.0,Works as expected
B000EORV8Q,0.7178,Very nice rack that's deep enough for a network switches and other equipment. Easy to assemble and mount on the wall.
B000EORV8Q,0.8519,NICE PRICE AND JUST LIKE THE ONE MY PHONE COMPANY WANTED $100.00 FOR AND IT WORKS FINE
B000EORV8Q,0.6369,Work perfectly with my hackintosh
B000EORV8Q,0.4404,Works nicely on a 10+ year old laptop.
B000EORV8Q,0.5719,Excellent
B000EORV8Q,0.6588,Worked great!
B000EORV8Q,0.74,"I give it a 5 star because it did increase range.
Not significantly, but just enough to reach the distance I needed. Worth the ROI. IMO.
Soon I will replace the router and hopefully reuse these."
B000EORV8Q,0.5719,EXCELLENT
B000EORV8Q,0.6597,Perfect for my needs. I used this cable to extend from an amp to the antenna.
B000EORV8Q,0.6588,Great!
